id,name,category,description,address,area,city,state,lat,lng,geocode_status,phone,email,website,social_handle,image_url,source_url,confidence,evidence,dedup_status,matched_place_id,matched_place_name,needs_verification,approved,reviewer_notes
iqrah-international-schools-ojo-iba,Iqrah International Schools,School,Private Muslim co-educational secondary school in the Iba/Ojo axis of Lagos.,"113, Aratumi Ishasi Road, Iba New Site, Ojo",Ojo (Iba),Lagos,Lagos,6.46493,3.188874,approx,+2348037191999,info@iqrahschools.com,https://iqrahschools.com,@iqrahinternationalschools,,https://www.facebook.com/iqrahinternationalschools/,0.85,"Facebook snippet: 'a Private Muslim Co-Educational Secondary School located at 113, Aratumi Ishasi Road IBA New Site Ojo Lagos', phone +234 803 719 1999.; Verified in-browser 2026-07-23: 'Private Muslim Co-Educational Secondary School', 2.7K followers, active; featured post also cites Lanre Mabawonku Street, Iba New Site; geocode: area centroid",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
sibaam-golden-school-baruwa-ipaja-ayobo-axis,SIBAAM Golden School,School,"Co-educational creche, nursery and primary school (Creche, Nursery 1-3, Primary 1-6) offering Islamic education alongside the Montessori teaching method and ICT training.","2, Amoo Close, Off Aina Obemebe Street, Baruwa, Ipaja",Baruwa / Ipaja (Ayobo axis),Lagos,Lagos,6.605865,3.264367,manual,"08069331735, 08035409319",,,@sibaamgoldenschool,,https://schoolviewers.com/sibaamgoldenschool,0.85,"User-attested locally (project owner). SchoolViewers listing confirms address, both phones and 'Islamic education' offering; Instagram bio (search snippet only): 'Providing quality Islamic and Western education for future leaders'. Correct spelling is Sibaam (double-a) — earlier 'Sibam' searches missed it.; Coords hand-pinned to the Ipaja Road corridor anchor (Nominatim mismatched a Baruwa Street in Mushin; school confirmed in Baruwa via user + Google listing). geocode --retry must not overwrite",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
alwaarith-model-school-amikanle-alagbado,Alwaarith Model School,School,"Muslim primary school in Amikanle, Alagbado with classical Arabic training and Quranic instruction; motto themes include 'Love for all and hate for none' and building God-conscious students. Has a sister secondary school, Alwaarith Model College. Fees below N50,000 per term.","22 Oluwaniyi Street, Anjorin, off Amikanle Road, AIT, Alagbado, Lagos",Amikanle / Alagbado,Lagos,Lagos,6.657655,3.254469,approx,,,http://alwaarithschools.com,,,https://schoolscompass.com.ng/public/schooldetails/2430651119b8465c51695619512,0.8,"SchoolsCompass listing states it is a Muslim school with 'guarantee of full Islamic religion awareness', classical Arabic and Quranic instruction, at 22 Oluwaniyi Street off Amikanle Road, Alagbado. Website alwaarithschools.com is named on the listing but did not resolve when fetched. Phone on the listing appears to be SchoolsCompass's own contact line (same number appears on unrelated listings), so left null.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
nurul-istijabah-schools-amikanle-alagbado,Nurul-Istijabah Schools,School,"Islamic school in Amikanle/Kola Command Road area of Alagbado offering creche, nursery, primary and college sections, with tahfiz (Qur'an memorisation) instructors and Arabic instruction. Facebook posts advertise boarding facilities and annual pre-Ramadan lectures; attached to the Nurul-Istijabah Mosque.","14a, Amikanle Road, Kola Command Road, Alagbado, Lagos",Amikanle / Alagbado,Lagos,Lagos,6.657236,3.254032,approx,(234) 802 958 7174,nurulistijabahschools@gmail.com,http://nurulistijabahschools.com/,facebook.com/istijabahassociate; facebook.com/islamiyyahinstitute,,http://nurulistijabahschools.com/,0.8,"Own website confirms name, address (14a Amikanle Road, Kola Command Road, Alagbado), phones (234) 802 958 7174 / (234) 708 644 8344, email, and Islamic identity ('Competent & Resources Tahifz Instructors', Arabic). Also in the LEAMSP member directory ('NURULISTIJABAH SCHOOL ALAGBADO'). Facebook page (search snippets only) shows 2024 admissions with boarding facilities and pre-Ramadan lectures. No og:image meta tag on site (logo is a relative-path image), so image_url null.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
lekki-qur-an-memorisation-college-lekki-eti-osa,Lekki Qur'an Memorisation College,School,"Tahfiz (Qur'an memorisation) college founded in October 2016 within the Lekki Muslim Ummah group, designed so students attain Islamic and secular education simultaneously.",,Lekki (Eti-Osa),Lagos,Lagos,6.466631,3.353259,approx,,,https://lekkiummahschools.org.ng,,https://lekkiummahschools.org.ng/wp-content/uploads/elementor/thumbs/Edited-30-scaled-pn65fatz4ymp4s71wp8xtt1pqo5ihwalbiix3i0vr8.jpg,https://lekkiummahschools.org.ng/,0.8,"Official Lekki Muslim Ummah Group of Schools site describes the college, founded October 2016, for memorisation of the Holy Qur'an alongside secular education.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
limelight-nursery-and-basic-school-ikorodu,Limelight Nursery and Basic School,School,"Islamic nursery and primary school established 27 July 2006 out of the quest for qualitative Islamic and Western education; teaches Islamic studies, Arabic and phonics alongside the Nigerian national curriculum with Montessori methodology.",,Ikorodu,Ikorodu,Lagos,6.621461,3.50095,approx,+234 916 410 8484,,,,https://edusko-dev-bucket.s3.eu-north-1.amazonaws.com/1637519468658pzwY5cIJ0Iy6aGFbRZ6HHB7Am9rtf1aS.png,https://www.edusko.com/school/limelight-nursery-and-basic-school,0.8,"Edusko school profile confirms Islamic/Arabic curriculum, Ikorodu location, phone and establishment date; profile image taken from the listing.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
mordiyah-college-aboru-iyana-ipaja-alimosho,Mordiyah College,School,College providing balanced education combining Islamic teachings with academic excellence.,"28, Kollinton Street, via Baba Ijesha, Aboru, Iyana Ipaja, Lagos","Aboru, Iyana-Ipaja (Alimosho)",Lagos,Lagos,6.466631,3.353259,approx,0818 725 6312,,,,,https://www.nigeriaprivateschools.com/index.php/en/post-detail/33/Top-Islamic-Private-Schools-in-Lagos,0.8,"NigeriaPrivateSchools' Top Islamic Private Schools in Lagos article lists it at Aboru, Iyana-Ipaja as an Islamic college.; also seen at https://www.finelib.com/education/schools-in-nigeria/arabic-schools",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
anwar-ul-islam-girls-high-school-ojokoro-ojokoro-ifako-ijaiye,"Anwar ul-Islam Girls High School, Ojokoro",School,"Girls' junior and senior secondary school (day and boarding) in Ojokoro, historically of the Anwar-ul-Islam Movement (originally established 1954 as Ahmadiyya Grade III Teacher Training College; girls' high school founded 4 October 1972).",,Ojokoro (Ifako-Ijaiye),Lagos,Lagos,6.636875,3.48585,approx,,,,,,https://en.wikipedia.org/wiki/List_of_schools_in_Lagos,0.8,"Wikipedia's List of schools in Lagos lists 'Anwar ul-Islam Girls High School — Ifako/Ijaye, Ojokoro Lagos'; founding details from Wikipedia/Wikidata search results.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
zumratul-islamiyyah-junior-grammar-school-igbogbo-ikorodu-igbogbo-ikorodu-lga,"Zumratul Islamiyyah Junior Grammar School, Igbogbo (Ikorodu)",School,"Public junior/senior grammar school in Igbogbo, Ikorodu, bearing the Zumratul Islamiyyah society name; its 2004 alumni set donated 30 benches and tables in 2024.",,Igbogbo (Ikorodu LGA),Ikorodu,Lagos,6.621461,3.50095,approx,,,,,,https://www.theimpactnewspaper.com/2024/07/21/zumratul-islammiyyah-grammar-old-students-support-former-school-with-furniture/,0.8,"The Impact newspaper article covers the school (ZIGS) at Igbogbo, Ikorodu and its alumni donation.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
man-nursery-primary-school-surulere-surulere,"MAN Nursery & Primary School, Surulere",School,"Nursery and primary school of the Muslim Association of Nigeria (MAN), established 1983 with over 180 pupils; combines quality academic instruction with Islamic education.","20 Amosu Street, off Bode-Thomas Street, Surulere, Lagos",Surulere,Lagos,Lagos,6.543899,3.498905,approx,,,https://mannigeria.org.ng/our-school/,,,https://mannigeria.org.ng/our-school/,0.8,"Muslim Association of Nigeria official site 'Our Schools' page describes the school, its 1983 establishment and the Surulere address (site's phone/email are template placeholders, omitted).",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
manaar-ul-huda-college-ikorodu,Manaar-ul-Huda College,School,,"1, Alhaji Tijani Adeyinka, Igbe Degolu, Ikorodu, Lagos",Ikorodu,Ikorodu,Lagos,6.62398,3.489813,approx,08029771674,,,,,https://oeqalagos.com/wp-content/uploads/2023/08/2020-2023-APPROVED-PRIVATE-SECONDARY-SCHOOLS.pdf,0.8,"Appears on Lagos State OEQA official list of approved private secondary schools (2020, entry 139); Islamic name (Manaar-ul-Huda), proprietor Mr Yusuf Adewuyi Abeebullah.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
excelsior-islamic-schools-amuwo-odofin,Excelsior Islamic Schools,School,"A citadel of knowledge that based all teachings upon the tenets of Quran and Sunnah without a fall in the standard of western education. Primary school, Montessori curriculum, day.","10, Buba Marwa Road, Amuwo Odofin, Lagos",Amuwo Odofin,Lagos,Lagos,6.453928,3.38975,approx,0701 082 1938,,,,https://schoolscompass.com.ng/storage/badges/exc.jpg,https://schoolscompass.com.ng/schools/view/3020/excelsior-islamic-schools,0.8,"SchoolsCompass directory profile with address, fee range and admissions contact; note the listed phone also appears on another SchoolsCompass profile and may be a platform number.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
first-islamic-english-educational-foundation-feif-academy-okota-oshodi-isolo,First Islamic English Educational Foundation (FEIF) Academy,School,"Day and boarding Islamic school established over 25 years ago offering Islamic religious knowledge and sound western education; British-Nigerian curriculum with Qur'an reading, memorization and Arabic; won 2008-2009 National Quality School Awards.","11, Prince Hamidu Williams Way, Off Okota Road, Lagos",Okota (Oshodi-Isolo),Lagos,Lagos,6.518494,3.318041,approx,,,,,,https://radpointer.com/islamic-secondary-schools/,0.8,"Radpointer lists FEIF Education Society with full Okota address; SchoolsCompass blog (via search index) describes First Islamic English Educational Foundation Academy, Okota, and its national school awards.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
ahmad-memorial-muslim-primary-school-oke-koto-agege,"Ahmad Memorial Muslim Primary School, Oke-Koto",School,"Public nursery/primary school in Agege with 457 pupils (237 boys, 220 girls) per Lagos Schools Online.","1, Agunbiade Rd, Oke-Koto, Agege, Lagos",Agege,Lagos,Lagos,6.625293,3.313266,approx,08074571303,ahmmusagege@lagosschoolsonline.com,,,https://www.lagosschoolsonline.com/backend/document//school-logo-13.jpg,https://lagosschoolsonline.com/single-school.php?id=13,0.8,"Listed on Lagos Schools Online (Lagos schools portal) as a public Muslim primary school with Agege address, phone and enrollment.; geocode: area centroid",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
crest-islamic-international-school-ikorodu-ibeshe,Crest Islamic International School,School,"Islamic school offering Nigerian and international curricula, complete Qur'an memorization and Islamic Studies.","1, Adeyemi Adeyeye Drive, Okeota, Ibeshe, Ikorodu, Lagos",Ikorodu (Ibeshe),Lagos,Lagos,6.621461,3.50095,approx,"+234 805 459 7222, +234 903 434 6392",info@crestislamicschool.com,https://crestislamicschool.com/,,https://crestislamicschool.com/wp-content/uploads/2023/10/ciis-logo.jpg,https://crestislamicschool.com/,0.8,"Facebook snippet: 'Crest Islamic International School in Lagos, offering western education, complete Qur'an memorization and Islamic Studies'; school-website snippet gives the Ibeshe Ikorodu address.; FB page unavailable 2026-07-23, but own website live (content through 2024): Nigerian+international curricula with full Qur'an memorization; address and contacts from site",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
al-baraka-international-schools,Al-Baraka International Schools,School,"Islamic school offering western education, STEM and Qur'an memorization for boys and girls, with day and boarding options.","65a, Oshundairo Street, Off Araromi Bus Stop, Iyana-Ipaja",Iyana-Ipaja (Alimosho),Lagos,Lagos,6.628002,3.496358,approx,0803 358 7595,albarakaschool1996@gmail.com,,@albarakaschools,,https://www.facebook.com/albarakaschools/,0.8,"Facebook snippet: 'an Islamic school in Lagos offering western education, STEM and Quran Memorization for Boys and Girls with Day and Boarding options'.; Verified in-browser 2026-07-23: bio 'Islamic school… western education, STEM and Quran Memorization… Day and Boarding', 965 followers, active (hiring, Tahfiz graduations)",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
gifted-islamic-school,Gifted Islamic Academy (GIFTS),School,Instagram page titled 'ISLAMIC||MUSLIM SCHOOL IN LAGOS'; exact registered school name not visible in search snippets.,"20A Muyibat Oyefusi Crescent, Omole Phase 1, Ikeja",Omole Phase 1 (Ikeja),Lagos,Lagos,6.633606,3.363568,approx,+2347030210008,,,@giftedislamic,,https://www.instagram.com/giftedislamic/,0.8,"Instagram search result titled 'ISLAMIC||MUSLIM SCHOOL IN LAGOS (@giftedislamic)'; recurred across multiple Lagos Islamic-school queries.; Verified in-browser 2026-07-23: IG bio 'MUSLIM SCHOOL IN LAGOS', dual Islamic/Western, creche-daycare, Hifz highlights; FB sister page 'Gifted Islamic Foundation Tahfeez School' (1.9K followers) confirms GIFTS = Nursery/KG/Primary. Fills the Ikeja LGA gap",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
penckers-school-isolo,Penckers School,School,School in Isolo providing high quality education propelled by Islamic values.,"1 Addawat Close, off Adebisi Omotola, Isolo",Isolo,Lagos,Lagos,6.455901,3.410442,approx,,,https://penckersschool.com,@penckersschool,,https://www.facebook.com/penckersschool/,0.8,"Facebook snippet: 'Penckers School ... located in Isolo, Lagos, Nigeria and provides high quality education propelled by islamic values'.; Verified in-browser 2026-07-23: 'education propelled by islamic values', 3.5K followers, active, address and website on page",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
soundhope-international-muslim-academy-soundhope-schools-baruwa-ipaja,Soundhope International Muslim Academy (Soundhope Schools),School,"Muslim school group in Baruwa, Ipaja established 1995 by a retired Lagos State teacher; runs Soundhope Montessori Nursery/Primary and Soundhope Private Academy (secondary, started 2000). Cambridge associate school centre and partner of Bronston Canadian Academy; offers Nigerian, British and Canadian curricula (IGCSE, Checkpoint, Cambridge A & O Levels).","7/9 Soundhope Avenue, Baruwa Inside, by Pako Bus Stop, Baruwa, Ipaja, Lagos",Baruwa / Ipaja,Lagos,Lagos,6.500521,3.333187,approx,,,https://soundhope.com.ng/,,,https://www.edusko.com/school/soundhope-international-muslim-academy,0.75,"User-attested locally as 'Soundhope Montessori'. Edusko lists it as 'Soundhope International Muslim Academy', a secondary school in Ipaja, Lagos State — the name itself states Muslim identity. SchoolsCompass has a separate listing for 'Soundhope Montessori Primary School' at 189, Abule Egun Bus Stop, Baruwa, Ipaja (fees N50,000-N150,000/term, website given as www.soundhopeschools.net); that listing does not state Islamic identity. Own site soundhope.com.ng appeared in search results but did not resolve when fetched. Phone numbers shown on directory listings appear to be the directories' own contact lines, so phone left null.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
flowers-and-heart-nursery-and-primary-school-abule-egba,Flowers and Heart Nursery and Primary School,School,"Self-described 'very humble Muslim school' in Abule-Egba offering creche, preschool and primary classes, with daily Qur'an memorisation, Arabic language teaching and a one-on-one, purpose-driven approach.","Abule-Egba, Lagos",Abule-Egba,Lagos,Lagos,6.511045,3.36825,approx,,mtdolaj@gmail.com,https://flowersandheartschool.wordpress.com/,,,https://flowersandheartschool.wordpress.com/,0.75,"Own website (WordPress) explicitly identifies it as a Muslim school in Abule-Egba with Islamic values, daily Qur'an memorisation and Arabic; lists email mtdolaj@gmail.com. Street address and phone not published on the site.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
ummul-khair-model-schools-alagbado,Ummul-Khair Model Schools,School,"Muslim school in Alagbado offering Western and Islamic education from creche through secondary (Ummul-Khair Model College approved by Lagos State in 2013). Runs national, British and American curricula with full Islamic etiquette teaching and memorisation of the Qur'an and Hadith.","Block 44, Plot 19/20, Aina Aladi Street, off AIT Station, Ilapo Estate, Alagbado, Lagos",Alagbado,Lagos,Lagos,6.536172,3.258603,approx,,,https://ummulkhairmodelschools.com.ng/,Ummul Khair Model Schools (Facebook),,https://oeqalagos.com/wp-content/uploads/2023/08/Secondary-SchoolsSchools.pdf,0.75,"Listed in Lagos State OEQA approved private secondary schools registry as 'UMMUL-KHAIR MODEL COLLEGE, Block 44, plot 19/20, Aina Aladi street, Ilapo Estate, Alagbado, ALIMOSHO, 2013'. Company registry aggregators show UMMUL-KHAIR MODEL SCHOOLS LTD, RC 1262579, registered 22 May 2015 at the same address. School profile pages (yaclass) describe it as a Muslim school offering Western and Islamic education, Qur'an and Hadith memorisation. Own website ummulkhairmodelschools.com.ng did not resolve when fetched.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
earnest-schools-megida-ayobo,Earnest Schools,School,"Private school in Megida, Ayobo founded around 2005 by proprietor Mr. Ismail Ogunyomi; celebrated its 20th anniversary in August 2025. Member of the League of Muslim School Proprietors (LEAMSP), with close ties to the Megida Central Mosque community.","6, Oniyide Ilobi Street, off Alaja Road, Megida, Ayobo, Lagos",Megida / Ayobo,Lagos,Lagos,6.465656,3.356417,ok,08027188050,earnestschools2@gmail.com,,,,https://communitystandard.com.ng/news/celebration-galore-earnest-schools-marks-20th-anniversary-flaunts-achievements/,0.75,"Community Standard news report covers the school's 20th anniversary in Ayobo (proprietor Mr. Ismail Ogunyomi, clerics from Megida Central Mosque in attendance). Also listed in the LEAMSP (League of Muslim School Proprietors) member directory with the address, phone and email recorded here — the basis for its Muslim-school classification.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
lemu-institute-of-arabic-and-islamic-studies-lekki-eti-osa,LEMU Institute of Arabic and Islamic Studies,School,"Arabic and Islamic studies institute (madrasah) of the Lekki Muslim Ummah, established in 2012 and serving the local and surrounding communities.",,Lekki (Eti-Osa),Lagos,Lagos,6.453928,3.38975,approx,,,https://lekkiummahschools.org.ng,,https://lekkiummahschools.org.ng/wp-content/uploads/elementor/thumbs/WhatsApp-Image-2023-07-27-at-10.09.18-AM-qa4aakmb4mvwg2fpo8ys1n2hu5qfjb0zmafyjb2284.jpeg,https://lekkiummahschools.org.ng/,0.75,Official group website lists the institute (established 2012) among its schools for Arabic and Islamic studies.; geocode: area centroid,new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
at-taleem-islamic-school-lekki-phase-1,At-Taleem Islamic School,School,"Not-for-profit Islamic nursery and primary school founded to provide a structured platform for communicating the beliefs, values and traditions of Islam through modern, experiential learning.","21, Sikiru Alade Oloko Street, Lekki Phase 1, Lagos",Lekki Phase 1,Lagos,Lagos,6.442287,3.487438,approx,,,,,,https://babymigo.com/lagos/at-ta-leem-islamic-school,0.75,Babymigo listing gives the school's street address in Lekki Phase 1 and describes its Islamic education focus (also rated on Edusko as an Islamic nursery/primary school in Lekki).,new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
alwaqt-science-academy-ikorodu,Alwaqt Science Academy,School,"Privately owned co-educational day and boarding Muslim school operating on principles of outstanding academic, Islamic and moral standards.","No 7, Adeoye Street, Mosunmola Bus Stop, Igbo-Olomu, Agric, Ikorodu, Lagos",Ikorodu,Ikorodu,Lagos,6.610251,3.5092,approx,,,https://alwaqtscienceacademy.com/,,,https://alwaqtscienceacademy.com/about-us/,0.75,"School's own about-us page (quoted in search excerpts; direct fetch returned 403) describes it as a Muslim school at Igbo-Olomu, Agric Ikorodu.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
al-miftahul-khoirhot-schools-a-m-k-ikorodu-adamo,Al-Miftahul-Khoirhot Schools (A.M.K),School,"Islamic Montessori school (toddler, nursery, primary) offering quality Western education through an Islamic channel, including Tahfizh-ul-Qur'an classes and Qur'anic recitation programmes.","295, Ipoyewa Phase 1 Estate, Adamo, Ikorodu, Lagos",Ikorodu (Adamo),Ikorodu,Lagos,6.621461,3.50095,approx,0807 254 8185,,,,,https://schoolscompass.com.ng/public/schooldetails/3698651119ba6f3d81695619514,0.75,"SchoolsCompass profile states it is an Islamic Montessori school with Tahfizh classes and gives the Adamo, Ikorodu address and phone.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
nurul-islam-private-schools-ikorodu-eyita,Nurul-Islam Private Schools,School,School providing a functional blend of Islamic and Western education 'that will enhance peaceful co-existence in this world and a blissful one in the hereafter'.,"208, Nurul Islam Junction, Eyita Ojokoro Road, Ikorodu, Lagos",Ikorodu (Eyita),Ikorodu,Lagos,6.636875,3.48585,approx,,nurulislamschools@gmail.com,https://www.nurulislamschools.com/,,,https://www.nurulislamschools.com/,0.75,"School's own website (per search excerpts of its pages) states the Islamic/Western mission, Eyita Ojokoro Road address and support email.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
rahmaniyah-private-school-agege-oko-oba,Rahmaniyah Private School,School,"School offering 'the best blend of western, moral and islamic education (Arabic, fiqh and tahfeez-ul-quran)'.","9, Adikatu Street, off Church Bus-Stop, Oko Oba Road, Agege, Lagos",Agege (Oko Oba),Lagos,Lagos,6.609239,3.269672,approx,+2348072548185,,,,,https://schoolscompass.com.ng/schools/view/3317/rahmaniyah-private-school,0.75,"SchoolsCompass profile states the Islamic/tahfeez curriculum, Agege address and phone (note: phone digits match A.M.K Ikorodu listing on same platform, so may be a data-entry artefact).; also seen at https://www.finelib.com/education/schools-in-nigeria/arabic-schools",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
zumratul-islamiyyah-junior-high-school-surulere-ojuelegba-surulere,"Zumratul Islamiyyah Junior High School, Surulere",School,Public junior secondary school in Surulere bearing the Zumratul Islamiyyah society name.,"Mosafejo Ojuelegba Ward, Surulere, Lagos",Ojuelegba (Surulere),Lagos,Lagos,6.502458,3.359028,approx,,,,,,https://myspotfinder.com/schools/zumratul-islamiyyah-junior-high-school-surulere/,0.75,"MySpotFinder schools listing places the public junior secondary school in Mosafejo Ojuelegba Ward, Surulere.; also seen at https://ngads.com.ng/item/zumratul-islamiyyah-junior-grammar-school-39213.html",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
al-faruq-schools-ejigbo,Al-Faruq Schools,School,"Approved Islamic school offering instruction in English, Arabic and French language.","6/43, Muyili Osode Street, Iyana Ejigbo, Lagos",Ejigbo,Lagos,Lagos,6.541568,3.293223,ok,0806 887 8416,,,,,https://www.finelib.com/education/schools-in-nigeria/arabic-schools,0.75,Listed in finelib.com Arabic Schools directory as an approved Islamic school with Iyana Ejigbo address and phone.,new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
nawarudeen-comprehensive-college-mushin,Nawarudeen Comprehensive College,School,,"26/28, Alhaji Lasisi Street, Idi-Oro, Mushin, Lagos",Mushin,Lagos,Lagos,6.528241,3.353958,approx,08033068680,,,,,https://oeqalagos.com/wp-content/uploads/2023/08/2020-2023-APPROVED-PRIVATE-SECONDARY-SCHOOLS.pdf,0.75,"Appears on Lagos State OEQA official list of approved private secondary schools (2020, entry 123); Nawarudeen is a Muslim-society school name and the proprietor is Alhaji Rasheed Olayinka Yussuff.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
al-izzah-private-school-ikotun-alimosho,Al-Izzah Private School,School,"Co-educational boarding facility for primary and secondary students; Nigerian curriculum plus Islamic studies, Arabic language and Qur'an memorization.","No. 70, Idowu Anisere Street, Ikotun, Lagos",Ikotun (Alimosho),Lagos,Lagos,6.55798,3.262563,ok,,,,,,https://radpointer.com/islamic-secondary-schools/,0.75,Listed with full Ikotun address on Radpointer's Islamic secondary schools list; same details on nigerianfinder.com best Islamic secondary schools article.,new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
happy-home-international-islamic-academy-agege,Happy Home International Islamic Academy,School,,"20, Akinjobi Street, Moricas, Agege, Lagos State",Agege,Lagos,Lagos,6.546711,3.260922,ok,08029196021,,,,,https://knowlagos.com/list-of-approved-private-schools-in-lagos-state/,0.75,"Appears on Know Lagos's list of Lagos State approved private schools with approval code LA18513, Agege address and phone.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
khalifet-islamic-school-lagos-island,Khalifet Islamic School,School,Islamic school established in 2007 to satisfy the need for quality education combined with sound moral upbringing.,"26 Glover Street, Lagos Island",Lagos Island,Lagos,Lagos,6.453274,3.397429,approx,,,,,,https://www.facebook.com/p/Khalifet-Islamic-School-100054563255438/,0.75,"Facebook page titled 'Khalifet Islamic School | Lagos'; snippet says established 2007 for quality education and sound moral upbringing; b2bhint company registry snippet gives 26 Glover Street, Lagos Island.; Verified in-browser 2026-07-23 (reviewer's session): page live, est. 2007, address on page, 5 reviews 100% recommend, recent Islamic-calendar posts",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
albushra-academy-for-quran-memorization-and-islamic-studies-epe,Albushra Academy For Quran Memorization and Islamic Studies,School,Qur'an memorization and Islamic studies academy in Epe.,"London Road, Iragunshin, Epe",Epe,Lagos,Lagos,6.624134,3.478652,approx,,albushrahacademy@gmail.com,https://albushraacademy.com,@albushraacademy,,https://www.facebook.com/albushraacademy/,0.75,"Facebook snippet: 'Albushra Academy For Quran Memorization and Islamic Studies ... Located at London Road, Iragunshin, Epe, Lagos, Nigeria'.; Verified in-browser 2026-07-23: 864 followers, address/website/email on page; FB category 'Mosque' but name and content are a Quran-memorization academy",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
al-mawrid-academy-kosofe,Al Mawrid Academy,School,"Islamic school in Kosofe offering Creche, Nursery, Primary and Secondary education with a Tahfidh program.","18, Oluwalogbon Street, Ikosi-Ketu",Ikosi-Ketu (Kosofe),Lagos,Lagos,6.602709,3.388349,approx,,,,@al_mawrid_academy,,https://www.instagram.com/al_mawrid_academy/,0.75,"Instagram search result titled 'top islamic school in kosofe, lagos' for handle @al_mawrid_academy.; Verified in-browser 2026-07-23: IG bio 'TOP ISLAMIC SCHOOL IN KOSOFE', 95 posts, address in bio (page spells it 'Oluwalpgbon'/'Ikos-Ketu' — corrected here)",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
al-iman-nursery-and-primary-school-akinola-iyana-ipaja,Al Iman Nursery and Primary School,School,"Muslim nursery and primary school in Akinola, Iyana-Ipaja; member of the League of Muslim School Proprietors (LEAMSP).","9, Idowu Rafiu Street, Oju Odo Bus Stop, Akinola, Iyana Ipaja, Lagos",Akinola / Iyana-Ipaja,Lagos,Lagos,6.651263,3.482901,approx,08055957404,alimanacad@gmail.com,,,,https://www.leamspworldwide.com/dashboard/browse-schools.php,0.7,"Listed (as 'AL IMAN NUR AND PRIMARY SCHOOL') in the League of Muslim School Proprietors (LEAMSP) member-schools directory, Alimosho zone, with address, phone and email as recorded. LEAMSP membership indicates Muslim school identity; no independent second source found.",new,,,false,TRUE,owner-approved 2026-07-23 (bulk policy: new + unflagged + conf>=0.6)
